 6663 6659 6664 6674  60.0 2.5
 6659 6664 6674 6678 -60.0 2.5
 6664 6674 6678 6661  60.0 2.5
 6674 6678 6661 6663 -60.0 2.5
 6678 6661 6663 6659  60.0 2.5
 6661 6663 6659 6664 -60.0 2.5
