 118 114 119 129  60.0 2.5
 114 119 129 133 -60.0 2.5
 119 129 133 116  60.0 2.5
 129 133 116 118 -60.0 2.5
 133 116 118 114  60.0 2.5
 116 118 114 119 -60.0 2.5
