 6664 6660 6665 6675  60.0 2.5
 6660 6665 6675 6679 -60.0 2.5
 6665 6675 6679 6662  60.0 2.5
 6675 6679 6662 6664 -60.0 2.5
 6679 6662 6664 6660  60.0 2.5
 6662 6664 6660 6665 -60.0 2.5
